action_name,split,profiles,samples,expected_hits,CVaR_90,VaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss,complexity_cost,layout_type
rect_compact_compact,train,20,2400,2.9258333333333333,3.4639754856614244,3.9166666666666665,0.9962500000000001,4.2280541666666664,3.432083333333334,0.38625000000000004,9.569304166666663,12.128794941580036,1.0,make_rectangular_convoy
rect_compact_compact,eval,10,1200,3.3858333333333333,3.7045977011494253,3.9425000000000003,0.9991666666666668,4.474704166666666,3.330833333333333,0.5875,9.764704166666666,12.033375004190793,1.0,make_rectangular_convoy
rect_compact_standard,train,20,2400,2.638333333333334,3.2699007369566275,3.7366666666666672,0.9875,3.8056020833333326,2.900833333333333,0.39625,8.354977083333335,10.637843348617185,1.05,make_rectangular_convoy
rect_compact_standard,eval,10,1200,2.9625000000000004,3.4142346648457953,3.941666666666667,0.9974999999999999,3.3474958333333333,2.3833333333333337,0.7383333333333334,7.291662499999999,8.919882344250613,1.05,make_rectangular_convoy
rect_compact_loose,train,20,2400,2.5233333333333334,3.1654607428745356,3.856666666666667,0.9858333333333335,3.1690416666666668,2.537083333333333,0.5295833333333333,7.239458333333334,9.171400912050618,1.15,make_rectangular_convoy
rect_compact_loose,eval,10,1200,2.5083333333333333,2.9295853978762527,3.2966666666666664,0.9583333333333334,3.1016874999999997,2.206666666666667,0.48083333333333333,6.652104166666666,8.015380510813843,1.15,make_rectangular_convoy
rect_standard_compact,train,20,2400,3.099583333333333,3.6677007459412025,3.8116666666666665,0.9983333333333334,4.114695833333333,3.2795833333333335,0.42333333333333323,9.2457375,11.697209556687397,1.1,make_rectangular_convoy
rect_standard_compact,eval,10,1200,3.1266666666666674,3.6176877470355735,3.95,0.9983333333333334,4.7892125000000005,3.59,0.2616666666666667,10.305045833333333,12.9215875191624,1.1,make_rectangular_convoy
rect_standard_standard,train,20,2400,2.8916666666666666,3.6155152279708007,3.8758333333333335,0.9983333333333334,3.9852916666666665,3.1341666666666668,0.33666666666666667,8.854875,11.096076322751319,1.1500000000000001,make_rectangular_convoy
rect_standard_standard,eval,10,1200,3.025833333333333,3.6047802197802192,3.9349999999999996,1.0,3.426654166666667,2.4899999999999998,0.6233333333333333,7.473320833333334,9.194492185419175,1.1500000000000001,make_rectangular_convoy
rect_standard_loose,train,20,2400,2.7645833333333334,3.3817706466469266,3.9091666666666667,0.9933333333333334,3.331302083333333,2.667916666666667,0.5537500000000001,7.610052083333332,9.507492299255913,1.25,make_rectangular_convoy
rect_standard_loose,eval,10,1200,2.565833333333333,3.1502574593679116,3.29,0.9983333333333334,3.07715,2.236666666666667,0.4925,6.678399999999999,8.571211039879866,1.25,make_rectangular_convoy
rect_loose_compact,train,20,2400,3.3083333333333345,3.807043956043956,3.8941666666666666,1.0,4.079138541666666,3.1704166666666667,0.5475,9.108513541666666,10.979349544938078,1.2,make_rectangular_convoy
rect_loose_compact,eval,10,1200,3.2875,3.7147058823529413,3.95,1.0,4.737854166666667,3.5450000000000004,0.40499999999999997,10.257854166666664,12.682481948986752,1.2,make_rectangular_convoy
rect_loose_standard,train,20,2400,3.0266666666666664,3.5780870781579175,3.8641666666666667,0.9895833333333334,3.65835,2.8124999999999996,0.5208333333333334,8.137516666666667,9.964287700503288,1.25,make_rectangular_convoy
rect_loose_standard,eval,10,1200,2.8375,3.3127919491020146,3.86,0.9933333333333334,3.537420833333333,2.638333333333333,0.3775,7.683670833333335,9.286213357206055,1.25,make_rectangular_convoy
rect_loose_loose,train,20,2400,2.9745833333333334,3.584771061828686,3.7866666666666666,0.9962500000000002,3.3535937500000004,2.6562499999999996,0.5758333333333333,7.625885416666667,9.346166853924332,1.3499999999999999,make_rectangular_convoy
rect_loose_loose,eval,10,1200,3.025,3.5248778998779002,3.95,0.9950000000000001,3.093870833333333,2.3766666666666665,0.6808333333333333,6.999287499999999,8.519488114615267,1.3499999999999999,make_rectangular_convoy
staggered_compact_compact,train,20,2400,3.3670833333333325,3.8582923497267756,3.9166666666666665,0.9995833333333334,4.793233333333333,3.7712500000000007,0.34375,10.621983333333333,13.070517717894225,1.15,make_staggered_convoy
staggered_compact_compact,eval,10,1200,3.4116666666666666,3.8,3.95,0.9991666666666668,4.643812499999999,3.371666666666667,0.4141666666666667,9.908395833333334,11.66979297871759,1.15,make_staggered_convoy
staggered_compact_standard,train,20,2400,3.2579166666666666,3.8211999022482894,3.9166666666666665,0.9970833333333333,3.85981875,3.1037500000000002,0.595,8.81294375,10.710331156377297,1.2,make_staggered_convoy
staggered_compact_standard,eval,10,1200,3.2725,3.610013037809648,3.9425000000000003,1.0,4.156945833333333,3.0349999999999997,0.5641666666666667,8.991529166666666,10.521430402930402,1.2,make_staggered_convoy
staggered_compact_loose,train,20,2400,2.9933333333333336,3.6178591091091095,3.9008333333333334,0.9962500000000002,3.5216874999999996,2.7191666666666667,0.6333333333333334,7.917104166666666,9.936156803266178,1.2999999999999998,make_staggered_convoy
staggered_compact_loose,eval,10,1200,2.5550000000000006,3.2321411730032423,3.2966666666666664,0.8941666666666667,2.953854166666667,2.2875,0.41166666666666674,6.5909375,8.309445532331132,1.2999999999999998,make_staggered_convoy
staggered_standard_compact,train,20,2400,3.3583333333333334,3.8513333333333337,3.8716666666666666,0.9995833333333334,4.657745833333333,3.6029166666666668,0.36625,10.245245833333332,12.678235414117019,1.25,make_staggered_convoy
staggered_standard_compact,eval,10,1200,2.7275,3.310877684407096,3.95,0.9933333333333334,4.6935875000000005,3.3474999999999993,0.38,9.9048375,12.000414845279609,1.25,make_staggered_convoy
staggered_standard_standard,train,20,2400,3.0595833333333333,3.7752051019156285,3.6991666666666667,0.99875,3.5805374999999993,2.878333333333333,0.41625000000000006,8.1061625,10.436344391592542,1.3,make_staggered_convoy
staggered_standard_standard,eval,10,1200,3.1408333333333336,3.6182993730407524,3.8975,0.9950000000000001,3.985620833333333,2.8874999999999997,0.36249999999999993,8.498120833333335,10.045536860698878,1.3,make_staggered_convoy
staggered_standard_loose,train,20,2400,2.9345833333333333,3.5313332788383094,3.9166666666666665,0.9962500000000001,3.4601187500000004,2.6704166666666667,0.5520833333333333,7.7417854166666675,9.778966334920556,1.4,make_staggered_convoy
staggered_standard_loose,eval,10,1200,2.5758333333333336,3.2598888372485653,3.4849999999999994,0.9533333333333334,2.950733333333333,2.3616666666666664,0.39416666666666667,6.690316666666666,9.094280373953293,1.4,make_staggered_convoy
staggered_loose_compact,train,20,2400,3.042916666666667,3.6055692055692057,3.8033333333333332,0.9995833333333334,4.2329260416666665,3.100416666666667,0.4883333333333333,9.127717708333332,11.22169136594761,1.3499999999999999,make_staggered_convoy
staggered_loose_compact,eval,10,1200,2.7975,3.504225352112676,3.95,0.9974999999999999,4.404245833333333,3.1183333333333336,0.4166666666666667,9.290079166666667,11.527471590174532,1.3499999999999999,make_staggered_convoy
staggered_loose_standard,train,20,2400,2.9354166666666663,3.615569679849341,3.691666666666667,0.99875,3.2956541666666666,2.6087499999999997,0.5891666666666667,7.5033625,9.700380850630848,1.4,make_staggered_convoy
staggered_loose_standard,eval,10,1200,2.7250000000000005,3.054118420499346,3.86,0.9949999999999999,3.9186708333333327,2.8558333333333334,0.4133333333333334,8.409087500000002,10.08124810112449,1.4,make_staggered_convoy
staggered_loose_loose,train,20,2400,2.7625,3.432708865633022,3.7141666666666673,0.9904166666666668,3.096710416666666,2.3020833333333335,0.5554166666666667,6.827543749999999,8.671574229395365,1.4999999999999998,make_staggered_convoy
staggered_loose_loose,eval,10,1200,2.8283333333333336,3.4191163891797616,3.95,0.9783333333333333,2.7216875,2.2041666666666666,0.6566666666666666,6.356270833333332,8.502607506979,1.4999999999999998,make_staggered_convoy
