action_name,split,profiles,samples,expected_hits,CVaR_90,VaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss,complexity_cost,layout_type
rect_compact_compact,train,20,2400,2.9258333333333333,3.4639754856614244,3.9166666666666665,0.9962500000000001,4.351239583333333,3.432083333333334,0.38625000000000004,7.8605729166666665,10.0361826587644,1.0,make_rectangular_convoy
rect_compact_compact,eval,10,1200,3.3858333333333333,3.7045977011494253,3.9425000000000003,0.9991666666666668,4.637885416666668,3.330833333333333,0.5875,8.086218749999999,10.077244403494404,1.0,make_rectangular_convoy
rect_compact_standard,train,20,2400,2.638333333333334,3.2699007369566275,3.7366666666666672,0.9875,3.9376718749999995,2.900833333333333,0.39625,6.917755208333334,8.837942148694296,1.05,make_rectangular_convoy
rect_compact_standard,eval,10,1200,2.9625000000000004,3.4142346648457953,3.941666666666667,0.9974999999999999,3.486010416666667,2.3833333333333337,0.7383333333333334,6.0170104166666665,7.374511872758558,1.05,make_rectangular_convoy
rect_compact_loose,train,20,2400,2.5233333333333334,3.1654607428745356,3.856666666666667,0.9858333333333335,3.2684062499999995,2.537083333333333,0.5295833333333333,5.911406249999999,7.496096140181271,1.15,make_rectangular_convoy
rect_compact_loose,eval,10,1200,2.5083333333333333,2.9295853978762527,3.2966666666666664,0.9583333333333334,3.2290729166666674,2.206666666666667,0.48083333333333333,5.5319062500000005,6.609075537658872,1.15,make_rectangular_convoy
rect_standard_compact,train,20,2400,3.099583333333333,3.6677007459412025,3.8116666666666665,0.9983333333333334,4.243854166666667,3.2795833333333335,0.42333333333333323,7.608104166666668,9.681122157209478,1.1,make_rectangular_convoy
rect_standard_compact,eval,10,1200,3.1266666666666674,3.6176877470355735,3.95,0.9983333333333334,4.96240625,3.59,0.2616666666666667,8.604739583333332,10.799407440974694,1.1,make_rectangular_convoy
rect_standard_standard,train,20,2400,2.8916666666666666,3.6155152279708007,3.8758333333333335,0.9983333333333334,4.116145833333333,3.1341666666666668,0.33666666666666667,7.3176458333333345,9.196389351851852,1.1500000000000001,make_rectangular_convoy
rect_standard_standard,eval,10,1200,3.025833333333333,3.6047802197802192,3.9349999999999996,1.0,3.5643229166666672,2.4899999999999998,0.6233333333333333,6.178989583333333,7.587532331696195,1.1500000000000001,make_rectangular_convoy
rect_standard_loose,train,20,2400,2.7645833333333334,3.3817706466469266,3.9091666666666667,0.9933333333333334,3.434432291666666,2.667916666666667,0.5537500000000001,6.213098958333332,7.776463106076605,1.25,make_rectangular_convoy
rect_standard_loose,eval,10,1200,2.565833333333333,3.1502574593679116,3.29,0.9983333333333334,3.1997083333333336,2.236666666666667,0.4925,5.5348749999999995,7.098197811397081,1.25,make_rectangular_convoy
rect_loose_compact,train,20,2400,3.3083333333333345,3.807043956043956,3.8941666666666666,1.0,4.219697916666666,3.1704166666666667,0.5475,7.499614583333335,9.093153311041322,1.2,make_rectangular_convoy
rect_loose_compact,eval,10,1200,3.2875,3.7147058823529413,3.95,1.0,4.910947916666666,3.5450000000000004,0.40499999999999997,8.536947916666666,10.581174183877664,1.2,make_rectangular_convoy
rect_loose_standard,train,20,2400,3.0266666666666664,3.5780870781579175,3.8641666666666667,0.9895833333333334,3.78775,2.8124999999999996,0.5208333333333334,6.704416666666669,8.237928249342009,1.25,make_rectangular_convoy
rect_loose_standard,eval,10,1200,2.8375,3.3127919491020146,3.86,0.9933333333333334,3.669677083333333,2.638333333333333,0.3775,6.383510416666667,7.767703142071062,1.25,make_rectangular_convoy
rect_loose_loose,train,20,2400,2.9745833333333334,3.584771061828686,3.7866666666666666,0.9962500000000002,3.4638802083333333,2.6562499999999996,0.5758333333333333,6.235296875,7.630714069328233,1.3499999999999999,make_rectangular_convoy
rect_loose_loose,eval,10,1200,3.025,3.5248778998779002,3.95,0.9950000000000001,3.199635416666667,2.3766666666666665,0.6808333333333333,5.712468750000001,7.034894830983194,1.3499999999999999,make_rectangular_convoy
staggered_compact_compact,train,20,2400,3.3670833333333325,3.8582923497267756,3.9166666666666665,0.9995833333333334,4.947916666666666,3.7712500000000007,0.34375,8.78791666666667,10.840792901468417,1.15,make_staggered_convoy
staggered_compact_compact,eval,10,1200,3.4116666666666666,3.8,3.95,0.9991666666666668,4.8187187499999995,3.371666666666667,0.4141666666666667,8.273218749999998,9.803140227576971,1.15,make_staggered_convoy
staggered_compact_standard,train,20,2400,3.2579166666666666,3.8211999022482894,3.9166666666666665,0.9970833333333333,3.977036458333333,3.1037500000000002,0.595,7.199786458333333,8.78309951080291,1.2,make_staggered_convoy
staggered_compact_standard,eval,10,1200,3.2725,3.610013037809648,3.9425000000000003,1.0,4.314802083333333,3.0349999999999997,0.5641666666666667,7.462635416666667,8.734979395604395,1.2,make_staggered_convoy
staggered_compact_loose,train,20,2400,2.9933333333333336,3.6178591091091095,3.9008333333333334,0.9962500000000002,3.643958333333333,2.7191666666666667,0.6333333333333334,6.489791666666666,8.157826760912698,1.2999999999999998,make_staggered_convoy
staggered_compact_loose,eval,10,1200,2.5550000000000006,3.2321411730032423,3.2966666666666664,0.8941666666666667,3.0503020833333334,2.2875,0.41166666666666674,5.420135416666667,6.802225762490737,1.2999999999999998,make_staggered_convoy
staggered_standard_compact,train,20,2400,3.3583333333333334,3.8513333333333337,3.8716666666666666,0.9995833333333334,4.814604166666667,3.6029166666666668,0.36625,8.490770833333332,10.534290474723578,1.25,make_staggered_convoy
staggered_standard_compact,eval,10,1200,2.7275,3.310877684407096,3.95,0.9933333333333334,4.881697916666668,3.3474999999999993,0.38,8.305197916666666,10.069015751049427,1.25,make_staggered_convoy
