epoch,train_loss,train_recon_loss,train_kl_loss,valid_loss,valid_recon_loss,valid_kl_loss
1,0.8144666796380823,0.7480372861027718,2.214313135778701,0.5847859263420105,0.45023744702339175,4.484949207305908
2,0.47009792788462207,0.2944925871085037,5.85351148518649,0.3924550026655197,0.18942310363054277,6.7677301406860355
3,0.37931993806904013,0.1735772087492726,6.858091175556183,0.374563655257225,0.16731812953948974,6.908184242248535
4,0.3719984983856028,0.16735491308976302,6.821452986110341,0.3709957838058472,0.16420433074235916,6.893048715591431
5,0.36748567528345366,0.1632477996701544,6.807929347861897,0.3663819581270218,0.16262929439544677,6.791755676269531
6,0.3632663383402608,0.15817120688205416,6.836504573171789,0.36138278245925903,0.15354092568159103,6.92806191444397
7,0.35831706801598723,0.1522687216374007,6.868278335441243,0.3582625865936279,0.15818172097206115,6.669362115859985
8,0.3549802807921713,0.14777499030936847,6.906843185424805,0.35557386875152586,0.14815522432327272,6.913954973220825
9,0.35332056202671747,0.1442667179825631,6.968461665240201,0.35166283547878263,0.14272363036870955,6.964640331268311
10,0.3504933975636959,0.14137483862313358,6.970618789846247,0.35174407362937926,0.14432771503925323,6.9138788223266605
11,0.3490427326072346,0.13958313383839346,6.981986712325703,0.35181179344654084,0.14107942283153535,7.02441258430481
12,0.34740458327260887,0.1375710264864293,6.994452021338723,0.348909455537796,0.14170610457658767,6.906778573989868
13,0.34680573574521323,0.13611781453205782,7.022930849682201,0.3481032311916351,0.1365463376045227,7.051896572113037
14,0.34633373536846856,0.13486710326238113,7.048887865109877,0.346470782160759,0.13319348841905593,7.109243297576905
15,0.34507042135704646,0.13446686687794598,7.020118626681241,0.3465550184249878,0.13162087351083757,7.164471673965454
16,0.3444491448727521,0.13335327550091527,7.036529205062172,0.34642339646816256,0.13696586191654206,6.981917953491211
17,0.3446413078768687,0.13300854069265453,7.054425700144335,0.3462328642606735,0.134743270277977,7.04965353012085
18,0.3431229577823119,0.1321450767361305,7.032596214251085,0.3464524418115616,0.1369347169995308,6.983924436569214
19,0.3426964885809205,0.13122261603447524,7.049129285595634,0.34349884688854215,0.1299017623066902,7.119902944564819
20,0.3418464254249226,0.13053596231409095,7.043682298877022,0.34340105652809144,0.13024829998612403,7.1050920486450195
21,0.3411862911148505,0.12957023973153395,7.053868532180786,0.34405821561813354,0.13153682947158812,7.084046506881714
22,0.3412747085094452,0.129574129357934,7.056686184623024,0.3425037294626236,0.12943869903683664,7.102167749404908
23,0.3411856832152063,0.12861654568802228,7.08563803542744,0.3421404093503952,0.12917557135224342,7.0988281726837155
24,0.34058699756860733,0.1284173887053674,7.072320385412737,0.3419916868209839,0.1301337093114853,7.061932802200317
25,0.34031122076240455,0.1278819622133266,7.0809754512526775,0.3399588465690613,0.12592585906386375,7.1344328880310055
26,0.3393481908874078,0.12733199117197233,7.067206843332811,0.34115316569805143,0.13022695630788803,7.030873966217041
