model_name,profile_id,samples,expected_hits,CVaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P01,120,3.841666666666667,4.0,1.0,2.5349999999999997,2.3,1.5416666666666667,5.1433333333333335,7.373333333333333
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P02,120,3.4166666666666665,4.0,1.0,4.090833333333333,2.941666666666667,0.5416666666666666,7.140833333333334,9.1
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P04,120,3.683333333333333,4.0,1.0,3.9458333333333333,2.808333333333333,0.9,6.934166666666668,9.446666666666664
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P05,120,3.191666666666667,4.0,1.0,3.395000000000001,2.216666666666667,0.975,5.8066666666666675,7.3000000000000025
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P06,120,1.875,3.0,1.0,2.7475000000000005,1.3083333333333333,0.6,4.175833333333332,6.210810810810809
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P07,120,3.058333333333333,4.0,1.0,3.1541666666666663,2.575,0.6833333333333333,5.865833333333332,9.524999999999999
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P09,120,3.591666666666667,4.0,1.0,4.8275,3.6166666666666667,0.15833333333333333,8.475833333333332,9.299999999999997
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P11,120,3.85,4.0,1.0,5.5275,3.6083333333333334,0.2916666666666667,9.194166666666668,10.299999999999997
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P15,120,1.1666666666666667,2.0869565217391304,0.9583333333333334,3.033125,2.425,0.016666666666666666,5.461458333333335,7.903846153846154
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P16,120,1.3833333333333333,2.0425531914893615,0.975,2.7349999999999994,1.8166666666666667,0.041666666666666664,4.5600000000000005,5.001980198019802
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P17,120,3.9166666666666665,4.0,1.0,7.601770833333332,7.441666666666666,0.0,15.0434375,16.702016129032252
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P18,120,2.1166666666666667,3.090909090909091,1.0,3.3720833333333338,2.225,0.075,5.612083333333332,7.566
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P19,120,3.9166666666666665,4.0,1.0,6.6525,5.433333333333334,0.008333333333333333,12.087500000000002,13.457142857142857
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P21,120,2.3333333333333335,3.0,1.0,2.0066666666666673,1.9583333333333333,0.4,4.045,4.25
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P22,120,2.3,3.0,1.0,12.723125,5.666666666666667,0.0,18.389791666666664,19.499999999999996
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P24,120,3.65,4.0,1.0,6.786666666666665,3.4916666666666667,0.3416666666666667,10.346666666666666,13.317045454545452
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P25,120,2.1333333333333333,3.0,1.0,4.357500000000001,2.075,0.24166666666666667,6.480833333333334,9.3
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P27,120,3.9166666666666665,4.0,1.0,7.237708333333333,6.383333333333334,0.0,13.621041666666665,16.445192307692302
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P28,120,2.675,3.0,1.0,11.636041666666666,6.45,0.0,18.086041666666667,25.29583333333333
rect_uniform_6x7_none_mixed_balanced_compact_compact_train,P30,120,2.566666666666667,4.0,0.975,3.2608333333333333,3.191666666666667,0.0,6.4525,10.125
rect_uniform_6x7_none_mixed_balanced_compact_compact_eval,P03,120,3.825,4.0,1.0,2.5400000000000005,2.4583333333333335,1.375,5.273333333333334,6.381250000000001
rect_uniform_6x7_none_mixed_balanced_compact_compact_eval,P08,120,3.683333333333333,4.0,1.0,4.0512500000000005,3.0833333333333335,0.675,7.269583333333334,9.838235294117647
rect_uniform_6x7_none_mixed_balanced_compact_compact_eval,P10,120,3.4833333333333334,4.0,1.0,2.8041666666666667,2.7416666666666667,0.7666666666666667,5.699166666666667,6.552173913043478
rect_uniform_6x7_none_mixed_balanced_compact_compact_eval,P12,120,3.2583333333333333,4.0,1.0,3.8325,2.6666666666666665,0.6083333333333333,6.620833333333334,7.399999999999999
