model_name,profile_id,samples,expected_hits,CVaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss
rl_policy,P03,120,2.225,3.0,1.0,1.2650000000000001,1.1833333333333333,1.0416666666666667,2.656666666666667,4.045454545454546
rl_policy,P08,120,3.933333333333333,4.0,1.0,5.395625,4.2,0.15833333333333333,9.627291666666668,11.225000000000003
rl_policy,P10,120,2.425,3.0,1.0,3.5625000000000004,2.375,0.30833333333333335,5.999166666666666,7.125
rl_policy,P12,120,3.125,4.0,1.0,2.6087500000000006,2.7333333333333334,0.475,5.437083333333333,6.050000000000001
rl_policy,P13,120,0.5083333333333333,1.150943396226415,0.44166666666666665,0.4575000000000001,0.5083333333333333,0.0,0.9658333333333334,2.1867924528301894
rl_policy,P14,120,3.95,4.0,1.0,4.660416666666666,3.2416666666666667,0.7833333333333333,8.05875,9.865243902439024
rl_policy,P20,120,3.5416666666666665,4.0,1.0,3.241875,1.8833333333333333,1.6583333333333334,5.456875,5.7749999999999995
rl_policy,P23,120,0.7916666666666666,2.0,0.6916666666666667,0.8125000000000001,0.8333333333333334,0.008333333333333333,1.6475,4.387499999999999
rl_policy,P26,120,2.533333333333333,3.0,1.0,3.4725000000000006,2.275,0.275,5.802499999999999,7.125
rl_policy,P29,120,0.7333333333333333,2.0588235294117645,0.5833333333333334,1.3795833333333334,0.925,0.0,2.3045833333333334,6.094318181818181
