model_name,profile_id,samples,expected_hits,CVaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss
rl_policy,P03,120,2.3916666666666666,3.019607843137255,1.0,1.9391666666666667,1.9083333333333334,0.5416666666666666,4.54375,8.42142857142857
rl_policy,P08,120,2.6333333333333333,4.0,0.9916666666666667,2.0075,2.0416666666666665,0.5916666666666667,4.762916666666667,7.025000000000002
rl_policy,P10,120,2.533333333333333,3.014925373134328,0.9916666666666667,3.4575,2.25,0.35,7.05625,9.899999999999997
rl_policy,P12,120,3.375,4.0,1.0,1.8425000000000002,1.825,1.55,4.5337499999999995,5.0
rl_policy,P13,120,2.225,3.0625,0.9916666666666667,2.331666666666666,1.9333333333333333,0.3,5.104166666666667,9.919047619047621
rl_policy,P14,120,3.95,4.0,1.0,6.66875,2.783333333333333,1.175,12.464791666666667,15.275
rl_policy,P20,120,3.95,4.0,1.0,2.15,2.1166666666666667,1.8333333333333333,5.285000000000001,7.025000000000001
rl_policy,P23,120,2.091666666666667,3.0476190476190474,1.0,4.095,2.025,0.125,7.787499999999998,12.616666666666667
rl_policy,P26,120,3.95,4.0,1.0,5.9295833333333325,3.933333333333333,0.1,12.061041666666664,12.33317757009346
rl_policy,P29,120,1.1833333333333333,2.046511627906977,0.8083333333333333,1.3958333333333333,1.225,0.0,3.0737499999999995,7.957692307692309
