model_name,profile_id,samples,expected_hits,CVaR_90,p_hit_ge_1,value_lost
rl_policy,P03,120,2.0,2.0,1.0,
rl_policy,P08,120,3.0,3.0,1.0,
rl_policy,P10,120,2.0,2.0,1.0,
rl_policy,P12,120,3.0,3.0,1.0,
rl_policy,P13,120,3.0,3.0,1.0,
rl_policy,P14,120,4.0,4.0,1.0,
rl_policy,P20,120,3.0,3.0,1.0,
rl_policy,P23,120,3.0,3.0,1.0,
rl_policy,P26,120,2.0,2.0,1.0,
rl_policy,P29,120,2.0,2.0,1.0,
