model_name,profile_id,samples,expected_hits,CVaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss
static_baseline,P03,120,1.8833333333333333,3.0,0.9916666666666667,4.255,2.3,0.05,7.019999999999999,9.149999999999999
static_baseline,P08,120,3.216666666666667,4.0,1.0,3.4581250000000012,2.2,1.0166666666666666,6.199791666666666,8.024999999999999
static_baseline,P10,120,2.216666666666667,3.0526315789473686,1.0,5.0962499999999995,2.7333333333333334,0.025,8.378750000000002,9.152061855670103
static_baseline,P12,120,2.65,3.1285714285714286,1.0,1.8858333333333335,1.875,0.775,4.213333333333333,6.574999999999999
static_baseline,P13,120,2.183333333333333,3.0285714285714285,1.0,1.5975000000000004,1.775,0.4083333333333333,3.7683333333333335,4.302857142857143
static_baseline,P14,120,3.95,4.0,1.0,6.3118750000000015,3.908333333333333,0.23333333333333334,11.025208333333333,12.839880952380952
static_baseline,P20,120,2.65,3.076923076923077,1.0,1.25875,1.3416666666666666,1.3083333333333333,2.9995833333333337,4.452941176470587
static_baseline,P23,120,2.525,3.0704225352112675,0.9916666666666667,1.8050000000000002,1.8833333333333333,0.65,4.13,6.133333333333334
static_baseline,P26,120,2.5166666666666666,3.1454545454545455,1.0,3.265625000000001,2.058333333333333,0.4583333333333333,5.781458333333333,7.751086956521737
static_baseline,P29,120,1.8666666666666667,2.0,1.0,3.0631250000000003,2.2916666666666665,0.0,5.813124999999999,8.015217391304347
heuristic_baseline,P03,120,2.683333333333333,3.08974358974359,1.0,4.313749999999999,1.8416666666666666,0.8416666666666667,6.607916666666666,7.159090909090907
heuristic_baseline,P08,120,3.225,4.0,1.0,3.9906250000000005,2.6416666666666666,0.6583333333333333,7.226458333333334,8.025000000000002
heuristic_baseline,P10,120,3.175,4.0,1.0,4.61125,1.9833333333333334,1.1916666666666667,7.110416666666668,7.250000000000002
heuristic_baseline,P12,120,3.033333333333333,4.0,1.0,2.836666666666667,2.8333333333333335,0.275,6.264166666666666,6.699999999999999
heuristic_baseline,P13,120,1.75,2.045977011494253,0.9916666666666667,1.3875000000000002,1.5416666666666667,0.23333333333333334,3.2608333333333337,4.204545454545454
heuristic_baseline,P14,120,3.941666666666667,4.0,1.0,6.725312500000002,4.591666666666667,0.058333333333333334,12.241145833333333,14.9625
heuristic_baseline,P20,120,0.6833333333333333,1.1081081081081081,0.6166666666666667,0.6475000000000002,0.6666666666666666,0.025,1.45,2.3513513513513513
heuristic_baseline,P23,120,1.775,2.0434782608695654,0.975,1.5325000000000002,1.625,0.225,3.505000000000001,4.431081081081081
heuristic_baseline,P26,120,2.975,3.0085470085470085,1.0,2.940000000000001,1.6833333333333333,1.3,5.09,5.726234567901235
heuristic_baseline,P29,120,1.8416666666666666,2.0,1.0,3.3056249999999996,2.658333333333333,0.0,6.4956249999999995,10.084999999999999
