model_name,profile_id,samples,expected_hits,CVaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss
rect_compact_compact_train,P01,120,3.75,4.0,1.0,4.086666666666668,2.1666666666666665,1.5833333333333333,8.180000000000001,11.187499999999998
rect_compact_compact_train,P02,120,3.7666666666666666,4.0,1.0,6.385833333333332,3.1,0.7,12.198749999999999,15.350000000000003
rect_compact_compact_train,P04,120,3.6166666666666667,4.0,1.0,2.4833333333333334,2.683333333333333,0.95,6.0616666666666665,6.8590909090909085
rect_compact_compact_train,P05,120,3.5166666666666666,4.0,1.0,5.461666666666665,2.3583333333333334,1.1583333333333334,10.310833333333331,13.249999999999996
rect_compact_compact_train,P06,120,1.6666666666666667,2.066666666666667,1.0,1.0125000000000002,1.125,0.575,2.5337500000000004,4.299999999999999
rect_compact_compact_train,P07,120,3.408333333333333,4.0,1.0,4.246666666666666,2.4,1.1,8.51,12.478571428571426
rect_compact_compact_train,P09,120,3.808333333333333,4.0,1.0,7.717500000000001,3.625,0.26666666666666666,14.529583333333335,15.5
rect_compact_compact_train,P11,120,3.725,4.0,1.0,3.2599999999999993,3.3,0.45,7.619999999999999,9.050000000000002
rect_compact_compact_train,P15,120,1.175,2.0869565217391304,0.9666666666666667,3.827249999999999,2.475,0.016666666666666666,7.724208333333333,11.597916666666668
rect_compact_compact_train,P16,120,1.3833333333333333,2.0425531914893615,0.975,3.376666666666667,1.8166666666666667,0.041666666666666664,6.526666666666669,7.151980198019802
rect_compact_compact_train,P17,120,3.9166666666666665,4.0,1.0,6.769583333333334,7.425,0.0,16.094375000000003,18.1258064516129
rect_compact_compact_train,P18,120,1.85,3.0833333333333335,1.0,2.0870833333333327,2.175,0.041666666666666664,4.878958333333334,6.833695652173913
rect_compact_compact_train,P19,120,3.9166666666666665,4.0,1.0,5.565833333333333,5.425,0.025,12.693750000000001,14.684821428571427
rect_compact_compact_train,P21,120,2.3333333333333335,3.0,1.0,2.0066666666666673,1.9583333333333333,0.4,4.656666666666666,4.875
rect_compact_compact_train,P22,120,2.091666666666667,3.0,1.0,9.065833333333334,5.441666666666666,0.0,17.952083333333334,19.5
rect_compact_compact_train,P24,120,3.308333333333333,4.0,1.0,5.070833333333334,3.35,0.175,10.32125,15.526470588235293
rect_compact_compact_train,P25,120,1.9583333333333333,3.0,1.0,2.0716666666666668,1.95,0.24166666666666667,4.715833333333332,9.300000000000002
rect_compact_compact_train,P27,120,3.9166666666666665,4.0,1.0,10.067083333333334,6.475,0.0,20.280625,23.282812500000002
