action_name,split,profiles,samples,expected_hits,CVaR_90,VaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss,complexity_cost,layout_type
rect_compact_compact,train,20,2400,2.9258333333333333,3.4639754856614244,3.9166666666666665,0.9962500000000001,4.975716666666666,3.432083333333334,0.38625000000000004,10.286491666666667,13.200599957813784,1.0,make_rectangular_convoy
rect_compact_compact,eval,10,1200,3.3858333333333333,3.7045977011494253,3.9425000000000003,0.9991666666666668,5.466166666666666,3.330833333333333,0.5875,10.981416666666666,13.790109738925528,1.0,make_rectangular_convoy
rect_compact_standard,train,20,2400,2.638333333333334,3.2699007369566275,3.7366666666666672,0.9875,4.599958333333333,2.900833333333333,0.39625,9.299854166666666,11.920045472872383,1.05,make_rectangular_convoy
rect_compact_standard,eval,10,1200,2.9625000000000004,3.4142346648457953,3.941666666666667,0.9974999999999999,4.188208333333334,2.3833333333333337,0.7383333333333334,8.336645833333336,10.061723942310106,1.05,make_rectangular_convoy
rect_compact_loose,train,20,2400,2.5233333333333334,3.1654607428745356,3.856666666666667,0.9858333333333335,3.7662291666666663,2.537083333333333,0.5295833333333333,7.784927083333335,9.888796387285371,1.15,make_rectangular_convoy
rect_compact_loose,eval,10,1200,2.5083333333333333,2.9295853978762527,3.2966666666666664,0.9583333333333334,3.8736250000000005,2.206666666666667,0.48083333333333333,7.6719374999999985,9.005947159280492,1.15,make_rectangular_convoy
rect_standard_compact,train,20,2400,3.099583333333333,3.6677007459412025,3.8116666666666665,0.9983333333333334,4.903195833333334,3.2795833333333335,0.42333333333333323,10.063127083333333,12.904188403212743,1.1,make_rectangular_convoy
rect_standard_compact,eval,10,1200,3.1266666666666674,3.6176877470355735,3.95,0.9983333333333334,5.836,3.59,0.2616666666666667,11.678333333333335,14.509453273244782,1.1,make_rectangular_convoy
rect_standard_standard,train,20,2400,2.8916666666666666,3.6155152279708007,3.8758333333333335,0.9983333333333334,4.781966666666667,3.1341666666666668,0.33666666666666667,9.747616666666667,12.335634722222222,1.1500000000000001,make_rectangular_convoy
rect_standard_standard,eval,10,1200,3.025833333333333,3.6047802197802192,3.9349999999999996,1.0,4.258041666666667,2.4899999999999998,0.6233333333333333,8.503729166666668,10.373587732919255,1.1500000000000001,make_rectangular_convoy
rect_standard_loose,train,20,2400,2.7645833333333334,3.3817706466469266,3.9091666666666667,0.9933333333333334,3.9527708333333336,2.667916666666667,0.5537500000000001,8.174239583333332,10.292370019395715,1.25,make_rectangular_convoy
